,index,review_id,user_id,business_id,stars,useful,funny,cool,text,date
76,24006,KxlRlRXXuTwc9K0fUIiKZg,LCActg6EHBerzOJr7FMUBQ,M0r9lUn2gLFYgIwIfG8-bQ,3,1,1,0,"thumbs up for: atmosphere, ice cream quality, kicking' bloody mary, creativity, pickle concoction, smell of baking buns and taste of fresh-baked buns!

thumbs to the side for: extra chilly, 

thumbs down for: cold over-salted fries, homemade catsup, fountain staff attitude (sorority: ""i hate my life"")

Gourmet burger mission: decidedly accomplished.

Recommendations: turn up the heat, warm up and strip down the fries, offer heinz for the lowly unappreciative among us. if you're going to charge separately for fries and burgers, at least throw in my 2 tbsp of mayo for free. come now. 

Dave: you did it again! nice work.",2011-10-30 12:49:44
77,24625,It-ZUot3Bfy9LiiAeo2U9Q,4xGii54VjWskOXkXcq7tFA,M0r9lUn2gLFYgIwIfG8-bQ,5,1,0,1,"I loved Bailey's! I wasn't feeling well before I went, but once I got some food in me, I wanted to try everything.

I wasn't feeling a burger so I got a cup of chili and fries with regular ketchup.  I was so confused about the chili when I first got it because it looked like it was potato soup.  Turns out, they put beer cheese on top of it.  It was awesome.  There were a lot of beans in the chili.  I'm not normally a fan of beans, but they tasted fine in the chili.  The fries were really good too.  I tried the beer cheese sauce, homemade ketchup, and the truffle/garlic aioli.  The homemade ketchup was so interesting. I think there was cinnamon in it.  I loved all three of them.  

I tried the drinks and they were great, especially they strawberry basil and cherry limeade.

The best part about our meal had nothing to do with the restaurant.  We were here for my sister's bachelorette party.  There was a convention in town so a big group of them were at the restaurant.  They heard that my sister was getting married so they offered to pay our entire table's bill.  It was 8 people so it must have been close to $150.  They also bought us all shots and had the entire restaurant sing ""happy wedding day"" to my sister.  It was a really fun experience.  

Our server was super cool too.  She didn't write down anyone's order and got it all right.",2018-07-26 23:17:48
78,24713,QpTUJpS0UzJBffjjRVylcg,S2gLgrJRpsq6eXEGsT8irQ,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,I love the buffalo chicken sandwich! and cream soda. i love the business in general and its ideas,2015-05-15 06:29:41
79,25209,OmDyt7QgWmtNJaGkznvDKg,7YvJSaAjPErEFWSp-AGi_w,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,"Fantastic food, gourmet burgers and shakes - all local and organic. Our only complaint is that it's not real kid-friendly - only 2 items on the kids menu. Over all, GREAT experience!",2013-02-23 14:44:39
80,25836,JJ4KAIZ58rbMEmFF10-SXA,TeT2GjZsKuKJNaCS1v2oiA,M0r9lUn2gLFYgIwIfG8-bQ,4,1,0,1,"The atmosphere and decor are awesome! We love burgers so if we go to a burger joint I ALWAYS have the classic burger. In my opinion, you have to be good at the basics before you get fancy.....and there are plenty of fancy burgers here. The classic is better than goon but not great. 4 out of 5. Local grassfed beef. Not oversized. It's better than good. We also tried the St Louis Andouille burger. It was good too but needed a spicy mustard added to make it really good. The buffalo burger, again was good. The fries are outstanding along with the rooster sauce and house ketchup. We also enjoyed the siracha mayo and sweet and spicy hot mustard. Great selection of local beers on tap. Also loved the selection on boozy teas and boozy lemonade. The summer shandy is great. They also have an amazing selection of bottled soda.... For real not just coke products but dry sodas, cream sodas, ginger soda, Izze sodas ect. We topped off our meal with boozy shakes. They also have homemade ice cream, sundaes, banana splits, brownie sundaes, and waffle bowls/cones. Worth the 1.5 mile walk from our hotel. This is an awesome dining experience.",2015-07-07 00:55:46
81,25984,23EZDA1i4X20CUke-fpX2A,gi5niK5FEYiqnNLG0YMZDw,M0r9lUn2gLFYgIwIfG8-bQ,1,0,1,0,"Definitely the worst place I've had the pleasure of visiting. We literally waited an hour and a half for all of our food to reach the table and not all of us got our food. My burger that  was supposed to be prepared medium well should have been ordered rare because what I got was a rock instead of actual meat. Most of our orders were wrong and the waitress, bless her heart was trying to correct all the mistakes. The manager did speak to us and said it was a weird transition of shift change, which in all honesty is unacceptable. Personally, I returned my food, had it removed from the check and will be getting my dinner elsewhere. An hour and a half for food to come out and orders wrong makes for an extremely disappointing experience.",2018-03-24 00:44:33
82,26317,e6a1e9rA5HuyhyhfB_V1yg,2PU-eKsPvsyCIxumimuR2A,M0r9lUn2gLFYgIwIfG8-bQ,3,1,0,0,"Went with the family for a late lunch....Decided on baileys range over crown candy...burgers were tasty but small for $11...shakes were ok, not great...the atmosphere was cool but didn't seem real clean...and while the server was nice, he was inattentive and actually added a couple of items to the bill that we never ordered 
Was really hoping for a better experience",2014-01-01 00:09:38
83,26327,fHzIRHrz750fM7NLjErQpA,P8it8BlyRyQ7cL-5_1Tlvw,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,First time here. Burger was very good along with the fries and house made ketchup. Service was very friendly and I was greeted the moment I walked threw the door.,2017-08-09 20:37:42
84,26388,CxezOpBmS2NhUvBfkUk1Sg,ZeRaT7SMvFjvVnixWOVFSw,M0r9lUn2gLFYgIwIfG8-bQ,2,0,0,0,"I absolutely love this place. The food is great and they have a great bar selection, but my last visit was disappointing which normally wouldn't deter me or even get me on here to write a review. I usually just email the restaurant to tell them about my experience which I did here as well. The difference is they never even sent a reply email back to acknowledge my experience. It will be a long time before I head back for the delicious food.
I went in at 2 in the afternoon for lunch on a very busy afternoon and sat at the bar by myself. Even though there were people waiting for tables I was only one of two people actually sitting at the bar. There appeared to be only one bartender and the place was hopping. The bartender acknowledged me quickly and took my drink order, a lemonade. This is where it got hazy. He was so overwhelmed making drinks for all of the tables that after 15 minutes I still didn't have my drink and all he could do is keep looking down the bar every few minutes to let me know he realized I was still there. I only had an hour to eat and at this pace I just got up and left. I felt bad for the bartender because he was working hard and needed more help. This review could have been avoided if my experience was acknowledged with a reply.",2014-07-14 17:50:51
85,27160,hZJ_rAZm9RxhSDBzmP2udg,J9WG5HZeRT1yeUqqVxWJuQ,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,"Delicious burgers and milkshakes.  I highly recommend the gyro burger! Fun, loud atmosphere.",2015-04-16 23:55:05
86,27330,DGCzKS3G7JUbs5lKQf6tJw,yT1mknDUZUgZFsxR0DLvPg,M0r9lUn2gLFYgIwIfG8-bQ,2,0,0,0,"First in the Baileys family of restraunts we weren't head over heels about. Hostesses not welcoming/friendly. And for being a gourmet burger joint, the burgers were just ""ok"" at best.
I will say that the chocolate shakes we enjoyed are among the best we have ever had, anywhere",2016-06-01 00:43:26
87,27416,0zy6-6mspO5ZRKHMo13jUg,QqakUlQDc76QhjmqW1bMeg,M0r9lUn2gLFYgIwIfG8-bQ,3,0,0,0,"Went to Bailey's on a suggestion from my son after a Cards game. There were six of us so we were able to taste quite a few things.

For appetizers we tried the Fried Pickles and Smoked Jalapeño Chicken Wings. Our party enjoyed both appetizers. The pickles were perfect with a delightful batter. If you are a fan of jalapeños please order the chicken wings...the jalapeño flavor is very prevalent.

As far as the burgers are concerned we ordered Dave's Chop House, 
the Gyro, Carolina Bison, and the Buffalo. 

The Gyro was our least favorite mainly because it didn't taste like a Gyro. The lamb meat was very bland and the cucumber sauce was nonexistent. 

The Buffalo was juicy and flavorful; it tasted as expected.

Dave's burger was just ok. We were looking to taste more bacon but the rosemary was overwhelming. I ended up taking the meat and just eating it without the bread and toppings.

The Carolina Bison was the overall favorite! Just Delicious.

We gave three stars because all of the meat was fantastic...fresh and awesome but we were disappointed in just a few things which took the score down. 

1. It was overly warm in the restaurant; as though the air wasn't on and no ice was offered for our waters.  After a baseball game and walking to the restaurant it would've been nice to walk into a cool place.

2. We all had ice cream and felt it was subpar; mainly because it was melting so fast. I ordered the Sweet Sweet Bacon Shake and was disappointed when it arrived with NO BACON & no explanation. 10 minutes after the shake arrived I was told they were out of the bacon...my whole reason for ordering the shake. The shake had a great flavor but I'm sure it would've been more awesome with the bacon.

3.  The fries were below standard. When you pay 12+ dollars for a burger you expect great fries to accompany that burger. The many dipping sauces were fine but these fries were obviously frozen not terrible but frozen. Fresh cut fries to go with the extremely fresh burger would've been better.",2015-08-09 15:34:41
88,27580,GC8v_c2JWtx0RIfMlXKsrA,KYx6n9AsoeiBycNUYUCmTA,M0r9lUn2gLFYgIwIfG8-bQ,5,1,0,0,"Stopped in for lunch during recent STL trip. Was not disappointed. My youngest has celiac disease and finding a place with gluten-free options is nice. She also usually ""doesn't like"" hamburgers but gobbled half of hers up (in her defense, it was huge). Her sister's burger and my burger were also super yummy. Service was great. Love the atmosphere. Will definitely return.",2017-10-12 17:41:41
89,27752,KO3W1hshIgsV_df09Ici3A,HHXpYloKnNPZQpyECfKx4g,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,"Wait here for lunch during the week Between Christmas and New Years with 6 elementary age Girl Scouts (!!).  Nonwait, great service and the server named Nico was very patient with the 6 Scouts... answering questions, bringing extra sauces, etc.  all 6 Scouts had ice cream and proclaimed Baileys Range to be their new favorite place.  This moms burger was delicious too.  Thx!",2018-01-01 04:10:09
90,28810,-JFmXiRCUn2fmqekexAzkQ,zvd-FLyceUpwBLupgqCyIA,M0r9lUn2gLFYgIwIfG8-bQ,4,1,1,1,"Range is one of the newer additions to downtown, and once again, the folks behind places like Bailey's Chocolate Bar, Bridge, and Rooster hit it out of the park. They are my favorite restaurateurs in the downtown STL area - even though each place is very different in niche, cuisine, hours, decor, each has the impression of being well thought-through for what it is.

So, what Range is - a modern update of the soda bar / roller-skate-wearing carhop burger joints of yore. No, you don't pull up in your car and get served by comely ladies in skates, but the food is pure americana: burgers, fries, shakes, and floats. Except did we mention: *boozy* shakes and *boozy* floats? Yes. I would put on my bobby socks for these.

The  interior is dominated by a large bar-height table that runs the length of the restaurant, with stools for seating (we should add: there is also a bar-height bar that runs the length of the restaurant, parallel to the table ;-). Perhaps a bit off-putting to the standard middle-american diner, who seems to prefer maintaining a certain distance from (gasp!) other people, but we found it charming. Came in on a super-busy Friday night but nonetheless had maybe a 10 minute wait for a spot for 2 (which was just right for ordering drinks at the bar).

The burger menu includes many inventive takes on the classic, and it seems you can substitute different kinds of patties (pork, chicken, bison, lamb, veggie) for the free-range cow patties if you so desire (some burgers appear to be crafted around the type of meat involved, so sub at your own risk). We went exotic with the PB&J (Bison with arugula Pesto, goat cheese, and tomato jam) and the smoking duck burgers - the former was just... do it. You will not be sad. The duck was OK - nothing wrong with it, but in comparison to the PB&J it was a little boring. You should just order two sides of fries rather than one large - costs less, plus you get to try more sauces. The rooster is the same spicy/creamy sauce served on top of the crepes at the Rooster, and the homemade catsup was just fine. Haven't tried the others yet.

The big winner, though, is the boozy horchata milkshake: an invention that should have come to be long before now. You will somehow make room for it, we promise.

They have a fun Survivor-style competition where each week, two burgers ""face off"" in a battle - the one that gets ordered more gets to stay on the menu. Should keep things interesting over time - great idea for nom longevity.",2012-01-08 00:21:24
91,29144,H1YL024qqwe20HJXJ1Lhiw,jyvStrzsSoaSpzuFPhxIBA,M0r9lUn2gLFYgIwIfG8-bQ,5,2,0,0,"I came here on a recent short trip to Saint Louis. When I read about the espresso rubbed burger, topped with Apples, diced onions, bacon and blue cheese on the menu I was really curious about this creation. What I received was an incredibly delicious burger that I can recommend to anyone coming to Bailey's!

In addition they also have a great selection of local beers which is especially interesting if you come from out of town!",2013-02-02 15:17:06
92,29324,jLJvhjR_UZE5RFMGmSRmSQ,SihNTVqHoemesFcrT_Cjng,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,"Came here on a Saturday and ate at the bar with 2 others. It's a really neat setup with a really long communal table in the middle, as well as other separate tables throughout the restaurant.  They have some really different burger combinations that I would never think of on my own, or you can get something really basic too.  I love that the beef is grassfed - you can't find this at many places - and that they are so many types of meat to choose from. I had the PB&J, which was our bartender's favorite. The burgers themselves were smaller and thicker, which left us with some extra bun at the end, but we all still enjoyed the flavor combinations.  We also shared a large order of fries, which was the perfect amount for 3 without overstuffing us.
Between us 3, we ordered a pitcher of the Cherry Limeade.  It was perfect for a hot day and definitely worth it if everyone in your group wants to drink.  I was worried it would be too sweet, but the lime balances it out.
The bartenders were friendly and attentive, and the food came out at a good pace.  I would definitely return if I was in St. Louis again!",2017-06-19 13:40:37
93,30326,iDroM70bmS9pkz-_ZaBMXQ,wKPCb3aW8S5KAlV4OU6TZA,M0r9lUn2gLFYgIwIfG8-bQ,3,1,0,1,"The sole reason this review is 3 stars instead of 2 is because of Jessica. Wish I could give 3.5. Dinner on a Sunday night at 4:20 PM took 90 minutes. We sat at the bar. Ordered the Vermont Breakfast & American burgers. Our medium & medium rare burgers were both medium well  :( My husband was so hungry, he didn't want to send it back and wait all over again. Burgers were still OK & had great flavors. We waited almost 30 minutes for milkshakes. Jessica was amazing handling a busy bar counter- she saw that our wait was long & went above and beyond to make our shakes herself. Shakes were tasty!! Jessica was personable & attentive to every customer at the bar as well!! Will probably return, but not anytime soon.",2016-02-01 00:05:05
94,30869,rhNKuJ7CH3-fG0CJmdlxwg,PmblkD-rhEGuJ9NnOBCDpQ,M0r9lUn2gLFYgIwIfG8-bQ,5,1,0,0,"I am still sitting at the bar as I write this and all I can think is ""Yum!"" I had the bison burger (pb&j I believe) topped with pesto, smoky tomato jam, creamy tangy goat cheese and peppery arugula. It was so incredibly tasty that I didn't even mind that the burger came closer to medium rare than medium. Don't get me wrong, I love a good medium rare steak but I prefer my burgers to be slightly more cooked. In any event it tasted scrumptious so no complaints from me. Good service, good food. Highly recommend.",2014-09-13 17:40:58
95,31201,Gp1jzzfibQ2GpF2osiKGiQ,IWZ8IrWb7VQfK-ZDHC09ag,M0r9lUn2gLFYgIwIfG8-bQ,3,1,0,0,"I used to love coming to Bailey's Range when they first opened.  Their burgers were generous, never dry and good quality.  However, last time we went, they size of the burger drastically decreased and even though we ordered our burgers medium, they were very dry.  I also recall getting more of their homemade sauce, but think they may give you less now.  The ice cream is still as good as I remember it, but I don't think we will be going back any time soon.  Too many other burger joints that aren't nearly as expensive for what you get.",2017-07-19 15:57:49
96,31707,p5WxZfN21xmj8s6INhxwOg,HtuSP-Xh1RjQIIU-mBdJJw,M0r9lUn2gLFYgIwIfG8-bQ,5,1,1,0,"Absolutely delicious food! My favorite is their version of the veggie burger. It's so delicious and sweet in just the small right amount. Also their fries, house ketchup, and saracha ketchup are all delicious. Seriously not one complaint here.
Their staff is also amazing! Even when their jam packed their always friendly.

Also their cocktails.... Mmmmm. Yummy.",2015-06-24 03:39:59
97,32117,Pyl6ewbgkyVROBWH8CTIMA,VOm0oyoL1pzQmyTqU3iZsQ,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,I went here with my boss a year ago. The food was delicious. Service was great. It was a little loud for our lunch but I would go back with friends. I tell many pilots(I work at an airport) to try it out for lunch and they have all loved it.,2016-01-20 18:56:34
98,32628,R1-U8q-qk2YThJH8t_ig3w,Xk8yIH8bIB5RZPD2imWkxQ,M0r9lUn2gLFYgIwIfG8-bQ,3,1,0,0,"After hearing a lot of hype over Bailey's Range from my friends, I decided to check it out for dinner one weekend with my girlfriend and her friends. I went in with high expectations, but was left just feeling ""meh"" at the end of the meal.

I ordered one of the burgers they were featuring for the week as a part of their ""Burger Battles;"" a turkey burger with a Korean twist. Right off the bat, I was disappointed that fries did not come with the burger and cost extra. Fine, whatever, I ordered some. When my meal came, it was a let down by all accounts. Both the bread and the burger were charred which gave every bite a bitter charcoal taste. The fries were limp and soggy, as if they were neglected at the pass.

The only upside was the desserts. We shared a strawberry sorbet and a pistachio / cookies & cream in a waffle bowl. Both were amazing. The sorbet was tangy and tasted of real fruit. The ice cream was creamy and rich on top of a freshly made waffle bowl (still warm!).

I will definitely come back in the future for their desserts, but their burgers leave much to be desired...",2013-09-08 01:02:32
99,32844,8k42CkQlTjHIK4pir1ba4g,QT9SWajRKOwMyetga71K6w,M0r9lUn2gLFYgIwIfG8-bQ,5,1,0,1,"This place is a must for any burger fanatic. The portions are not overwhelmingly large so that you slip into a meat comma immediately following dinner but appropriately filling so you can enjoy an appetizing salad, mouth watering burger, finger-licking side and heavenly ice cream, all with out completely hating yourself. And if Kaj (the bartender/server) recommends a beer or burger you should trust him, the man has a Phd in tasty.

A few suggestions for ya: Share everything. The more the merrier. The best burger by far is the Bison Au Poivre.  Beef is great, Bison is better. Don't try to change more than one item per burger. Drink a great local beer. Have dessert.",2014-11-15 07:03:52
100,33185,wjVPh-fDI3EbO_qYYvVDZw,rnFtcqVBMbw4g8xj_mCIyA,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,"We had a great time at Baileys' Range tonight. Bradley was our server and he was a delight, we can't wait to go back and visit him! I would recommend the Big Popper burger and ""horsey mayo"" to everyone.",2018-01-12 05:58:45
101,33194,GLPNn3t6U5hpnqSNM5k-GA,I5Vu3whDrJ6TuQ-uEsgxhA,M0r9lUn2gLFYgIwIfG8-bQ,2,0,0,0,"I am completely unimpressed. For starters we ordered the smoked onion rings which turned out to be overly breaded grease sponges that both my wife and I found to be inedible. Next our burgers arrived and I was little surprised at the tiny morsel that was brought to me. As big around as a coffee cup and on a soggy bun. It was cooked well but come on, $11? Really? 
I think the concept of this place is good and the menu of items is interesting enough but the execution is lacking. The dining area seemed a little dingy and not very clean with a lack of attention to detail like the big chip out of my salad bowl, the wilting flowers on our table and exposed bus tubs at the entrance.
On a positive note, the cucumber boozy lemonade($9?,wow) was pretty darn good.",2013-06-02 15:09:43
102,33371,szfhBZPKfSKQvpUi07_jqw,_Xv8-4RXQLV84vPWxAsipA,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,"Loved the menu...and the unique flavor combinations. The atmosphere is nice, but a little loud!  The ketchup was one of my favorite items an I am not even a ketchup fan! d",2015-02-18 18:07:32
103,33483,SW8m0bsVE0Jmcq8M7Xgabw,tGgfOwNHg_sVZZ-DAv7_aA,M0r9lUn2gLFYgIwIfG8-bQ,5,1,0,0,"I'm a sucker for that gourmet burger place that every town has and claims to be the best. From Brooklyn to the Bay Area, everybody loves talking about their favorite burger joint, their ode to the Earl of Sandwich's industrialized counterpart. The sandwich, as well as the burger, has really come full circle this century. Once designed to be a quick, no-frills meal for the industrial era's worker, who had neither the time nor luxury to prepare much else, the burger has now evolved into a serious culinary contender, a gourmet choice for the open-minded foodie and traditional diner alike. 

In Philly, for example, you'll hear Center City locals rave about the Shake Shack, or if they're peering through a lace curtain, you might even hear a whisper about the burgers at Butcher & Singer, or Barclay Prime. I'm not going to lie, Stephen Starr knows how to make himself a burger. My friend lives near a burger place in Brooklyn that still drifts into my dreams on occasion. They've got this back patio, great vibe, but all I really remember is that juicy, insurmountable cheeseburger. 

That brings us to Baileys' Range, which now holds a deserving place atop my gourmet burger list. Not only was the Ozark burger one of the most absurdly delicious cheeseburgers I've ever tasted, but given the other options, it was a very difficult choice. The ABC with apples, bacon, and camembert - uh, yes please. The homemade ice cream and milkshakes, the root beer floats with Fitz's Root Beer, the fries with the rooster sauce: this place doesn't have a specialty, it has a dozen. For your 6 year-old or your 60 year-old, your straight-laced burger fan or your boozy friend that wants a cocktail with ice cream - the adult root beer float, for example - Baileys' Range has something for everyone.

In addition to all of this, the portions are small but satisfying and the service is friendly and fast. They really put elbow grease into the decor, a perfect blend of contemporary urban and classic diner. It's not just another Steak N' Shake; Baileys' is its own brand, its own product. I mean, I can't tell you how many burgers I've eaten in my life, so for one to stand out like this must mean its special. It deserves to be a St. Louis institution and I expect one day, it will be.",2013-03-21 19:01:29
104,33823,jcrq0puGhcYdPgo3xlRMFA,A7rktc-iEhjw9OxAeMRLsw,M0r9lUn2gLFYgIwIfG8-bQ,3,1,0,0,"I came to Baileys' when I was visiting St. Louis. The restaurant was pretty cute with all the decor. 

Food: I got the $5 mac and cheese and half power salad. Both were really good! I'm not one to order mac and cheese ever but I decided to order try it and it was delicious. The portion was pretty big for the price. The salad was also good! The vinaigrette complimented the fix ins really well. 

Service: SUCKED. It took forever for a server to come take our order, and then we waited over 30 minutes for our food to come out. My friends and I flew in from Los Angeles for a convention and were leaving that day. We were afraid we were going to be late. We saw that our food was ready but no one bothered to check on it. Turns out, they made one of the orders wrong.. a little reassurance would have been nice. Our food was almost cold when we got it. We never got a refill on waters either..

Overall: Food was good but service sucked.",2017-06-30 05:02:24
105,34124,RPJju7jHFHGSu37ti2IJ4Q,SUQKp76oHek_eiEKLxIn9A,M0r9lUn2gLFYgIwIfG8-bQ,3,3,3,2,"BAILEYS DITCHED THE DUCK BURGER!!!! 

I am devastated :( It was one of the best burgers I've ever had. Sigh. 

Had a pumpkin bean veggie burger on their special list once with an apple relish type thing and it was kind of a flop- not well balanced and had too many competing flavors to taste any individual one. Not to mention I left the restaurant forgetting my leftovers, barely took 3 steps outside, and when I returned for my box it was already taken and lost :(

But their shakes are wonderful (recommend the salted caramel) and they have a solid local beer selection. 

why, baileys, why do you torment me so??

signed, 
             your duck burger lover",2012-04-05 22:42:49
106,34432,owlJ4_kC_DY6hfOO6gSJHA,YnsF6l8cUanYj3Y8pOKCTA,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,"How have I not reviewed the Range yet? 

One of the few ""Bailey's"" restaurants you'll find around STL. The biggest thing I love about these places is the ""Farm-to-table"" food. Menus revolving around the season, locally sourced meats for the burgers, and heck, even the tap beer selection is local! I enjoy the selection of unique beef, bison or even goat burgers, as well as trying the variety of dipping sauces for your fries. You feel like you are dining in a cleaned up barn while here...and I mean that in a good way. The decor appears to have been salvaged parts of farm houses and barns. Adding to the home on the range feeling and something I've never seen anywhere else (other than an Amish family restaurant) is the long ""family-style"" table running through the middle of the building. It encourages sitting next to strangers and making new friends! I love it. 

Before arriving, they do not take reservations, so don't bother. Also, parking is on the street if you can find a spot. Otherwise there are plenty of lots and garages within walking distance.

Enjoy!",2016-01-07 16:19:25
107,34459,1PkPXPB5bTl9IxncZPBEZw,qOzGB9HwBUbSYEJY86rM7w,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,"I had a fantastic time here. The food was fantastic and the atmosphere was great. Spent New Years Eve here with my wife, and it's an experience I will always remember.",2013-09-10 07:16:01
108,34590,HJw41bthcu2jvFTz_VO39Q,9HMVNKy3jZPJGMDlkoc2-g,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,"Stopped by here before a Blues game. The atmosphere is really cool and hip. They've got a solid menu full of burgers (chicken, bison, veggie and beef.) They also offer some appetizers, ice cream, and other dishes. I got the Buffalo Chicken Burger was good but small overall, however I got large fries and a shake so plenty of food. You get multiple dipping sauces with fries would recommend the Cheese and Siracha Mayo personally. Shake wise go for Cinnamon so good!",2017-12-31 17:39:25
109,34661,EAh3W4F21va8Gzk2F0W4uw,wWFcmX-19cIu0Vu2kHKttg,M0r9lUn2gLFYgIwIfG8-bQ,4,1,0,0,"I went here on a whim, searching for some place to eat in downtown STL.  Some locals at a bar across the street recommended it over another bar & grill.  I was not disappointed! 

The burgers, sauces, fries, and service get high marks in this place.  The server refused to bring an entrée to the table due to poor quality.  

For beer drinkers (I'm not one), the list is huge.  The soda, however, got high marks.  Rather than offer the popular brands, Bailey's serves up some local bottlers.  

Love the industrial feel of the atmosphere with the open kitchen and wrap around balcony seating.  

You don't find such a unique variety of home made options around these days.",2014-07-29 16:55:11
110,35459,rJmLZgMS53hBENVtrbwDVg,vMpdQZoxVtXMSbCgqrR90g,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,Delicious burger and cocktails. Nice ambience. Bartenders were great.,2016-08-28 15:34:04
111,35538,hA6RMRwnImgFyru7N_1z7Q,nFqirXVrD9cykRoCekmOHg,M0r9lUn2gLFYgIwIfG8-bQ,4,1,1,1,"The rotating burgers are fun- this is our favorite spot for burgers in STL. They do some cool mix ups with a variety of different meats- chicken and pork are solid in addition to the beef and it's always fun to see what's new. Our favorite treat though is the Boozy Shake selection. Irish Coffee is a clear winner with us, but the Sweet Bacon is also a winner. There is a tequila boozy shake version with chocolate ice cream and some spice that they can make as well.

Great location downtown and the space is fantastic- love the open atrium feel and the vintage window artwork. Standout on the Saint Louis scene.",2013-10-29 03:23:25
112,36188,X0MrHEpxyD5THDFgYe178g,4JLWC7rxsuOsNzApChPOLw,M0r9lUn2gLFYgIwIfG8-bQ,3,0,0,0,"The service always seems to be slow or in different. The hostess was by the kitchen to keep warm
She asked if we wanted to sit at the bar, even though we said to seat us away from the door. 
While sitting, 4 tables were left dirty for 10-15 minutes by the time we left. 
The food was just placed on the table even though one person has a food allergy 
I've been to all of the Bailey concepts were great service 
Not sure if we will return",2018-01-01 19:42:32
113,36302,4_5QKBwwX8KOLXZ6PkU9UA,hfWB81Yp5utzSS36xUMDDg,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,This place is a totally a great mixture of burgers and shakes...the atmosphere is very full of life. I wish Memphis had a place like this. The shakes are totally the worth the time. And the handcrafted burgers are really good. Hopefully I will have time to come back and enjoy this place again!!,2013-09-07 17:25:44
114,36534,JPVBxjD-kZBp_Is_G2FTww,BM-o6da0KqJVp_0PR8C7Vg,M0r9lUn2gLFYgIwIfG8-bQ,5,2,0,0,"We really enjoyed this place. We were in St. Louis on vacation and decided to stop here after reading the yelp reviews. 

It was super cute and casual inside which was perfect after a day at the city museum climbing. 

I was in love with their special ketchup and my husband loved the spicy pickles they served with the burgers. The food was great and we topped it off with a banana split! We would definitely visit it again and recommend to anyone else going to downtown St. Louis. 

Oh, and did I mention that I am a vegetarian? You can substitute a veggie patty for any of their burger specials. :)",2014-05-10 17:32:42
115,36588,MzCz0RypHe1Q6oZjqXVE3w,5sg4BKk3PczdZxSmnpQprA,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,"Allison is sick of eating at the Scottrade Center, so I searched for somewhere close by to eat at before the game. Google found Bailey's Range. I like it. We take the Metro in from Scott Air Force Base and exited at 5th and Pine. The walk to Bailey's Range was just past the old Post Office and not very far from the Metro station. The fried pickles were great.",2016-11-26 23:15:09
116,36745,TpsABARxXL709bBzqqfgBg,OJOzAGSydJ2DI13-g1W7kw,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,"This place was fantastic. Not too costly, very tasty. Our whole group thought the pickles were amazing.  I had the back yard burger, it had lil smokies built into the patty! Highly recommend.",2017-09-12 19:30:42
117,36771,j7Di2XWGon4ZLUMGkY6qAQ,PNwXLoe5oPrlDVlWl1c6IQ,M0r9lUn2gLFYgIwIfG8-bQ,4,0,0,0,Last minute late night choice.  Glad we stopped in.   Veggie burger was one of the best I've ever had!!!  The pickle spear was pretty awesome too.  Fries were great and loved the dipping sauce options.  Cool spot.,2017-09-24 02:27:00
118,38074,FMmPznb_QbqRikWXteVzkA,H-oqxQnY7YL0hs8WkRo47w,M0r9lUn2gLFYgIwIfG8-bQ,5,0,0,0,My first time there. Food was amazing. I had the smash and stack burger.  Fried pickles. Service was great. Had the homemade ice cream will definitely be back !!,2018-04-08 02:57:48
119,38316,Em8_yP_p9W7BjG5Vj5-zcw,qF1V8GyuLL5Fpv40Cyturw,M0r9lUn2gLFYgIwIfG8-bQ,4,1,1,1,"I've been to Bailey's Range 3 times in the last 4 months. That may not sound like a lot...but I also live in Las Vegas. I found out about Bailey's Range on Yelp as I was looking for a good selection of local beers at a place that would be open between lunch and dinner. The local beer selection is excellent and the staff who work the bar seem to know quite a bit about the beer. Of my three visits, two of them included the best service I've received in St. Louis.

I have had 3 different burgers for  each of my three trips. The most recent was a Big Popper, which is my favorite. I've also had Dave's Chop House and The Carolina. After my three different burgers I will believe that they do not serve a bad one. The fries are also a favorite, as well as having some of the best fried pickles I've ever eaten. I am still dreaming about them. 

I have also sampled a couple of the lemonade cocktails which are both strong and refreshing. 

I will most definitely be back to Bailey's Range on my next visit to St. Louis.",2017-09-12 18:54:02
